file_path,filename,filename_upc,file_size,modified_time,width,height,detected_text,normalized_text,detected_brand,detected_denomination,detected_pack_quantity,catalog_status,catalog_error
Z:\Kendal King\Images\799366953180.JPG,799366953180.JPG,799366953180,83825,1627486421.0,524,677,"EXTREME VALUE
DZ
>50 value
for only$3 750
Get Two $25 Gift Cards
= weer >) VE
50 Value SAVE
for only $3 750 Wry
a 7 Sy eg 5 HOR a ‘are.
hot ee
CEE”
for only $3 750 Bry
. er SKS i tap",extreme value dz 50 value for only$3 750 get two $25 gift cards weer ve 50 value save for only $3 750 wry a 7 sy eg 5 hor a are hot ee cee for only $3 750 bry er sks i tap,,$25,,ok,
Z:\Kendal King\Images\799366953203.JPG,799366953203.JPG,799366953203,92689,1627482397.0,546,697,"= a
PARRILLA MEXICANA ©
authentic }fresh mexican food
>50 Value VE
for onlyS3998 Wy
Get Two $25 Gift Cards
So > Chi=
EXTREME VALUE
authentic $fresh mexican food
>50 Value
SAVE
for only$3998 Wry
y f oT, @< : . \ haa he ae ~
Pal Ne ‘i if ea c ad j
| |
PARRILLA MEXICANA ®
authentic fresh mexican food
for onlyS3998 Wry
We. Ge ee.
ce a Ng
., i tanga? &
4 i",a parrilla mexicana authentic fresh mexican food 50 value ve for onlys3998 wy get two $25 gift cards so chi extreme value authentic $fresh mexican food 50 value save for only$3998 wry y f ot haa he ae pal ne i if ea c ad j parrilla mexicana authentic fresh mexican food for onlys3998 wry we ge ee ce a ng i tanga 4 i,,$25,,ok,
Z:\Kendal King\Images\799366953401.JPG,799366953401.JPG,799366953401,66893,1627485763.0,522,678,"oh ¥ An sia Viuemvs Vee.
= >, .@ wl = W, 4 L x
4 Bd 3 & 5 @e te 2 wa tae Se z=
' hy
“e~ YY ¢ we ’ »’"" ie, | a
Get Five 910 Giit Caras as
aE
7s Ae : ws
} bees
Bia nl fe ee
a , Ss = ha a . Sl
<_< —) (UUM
=
7 9360""9S340™ +
EXTREME VALUE
>5Q value
for only$3, 750
Get Five $10 Gift Cards
Ps a ~
Sa
mm ae =
= a MIN.
; ———— - ®
>50 value
7 7 N
oo MLN",oh an sia viuemvs vee wl w 4 l x 4 bd 3 5 e te 2 wa tae se z hy e yy we ie a get five 910 giit caras as ae 7s ae ws bees bia nl fe ee a ss ha a sl uum 7 9360 9s340 extreme value 5q value for only$3 750 get five $10 gift cards ps a sa mm ae a min 50 value 7 7 n oo mln,playstation,$10,,ok,
Z:\Kendal King\Images\799366953975.jpg,799366953975.jpg,799366953975,13052,1628804018.0,179,241,"Bob Evans
Bob Evaus
RESTAURANTS
Bob Grane
Bob Gan
“Bob Evans",bob evans bob evaus restaurants bob grane bob gan bob evans,,,,ok,
Z:\Kendal King\Images\799366953999.jpg,799366953999.jpg,799366953999,2398,1692057045.0,38,47,"= 2
—o_
——Soee
wc
—
,ol\ae®
7 co >
SS
=. 2.
awrEes
- “_“ - =
cort’
i!",2 o soee wc ol ae 7 co ss 2 awrees cort i,,,,ok,
Z:\Kendal King\Images\799366954286.jpg,799366954286.jpg,799366954286,14092,1629210814.0,149,201,"enffe °50
°
swayl alr
Ca (re gi tef wey cing kume,
ewaytair
~ Ciatintes Owe = 6
exfie 50
¢:waytair
Case re gi bof way ing kame,
[ ewaytair
: Re # shite ""Ore rf
exp °50
cwaytair
Cee cre gr lc meres tina bun.
' ewayfair
° ” 4s ie te ASH ‘",enffe 50 swayl alr ca re gi tef wey cing kume ewaytair ciatintes owe 6 exfie 50 waytair case re gi bof way ing kame ewaytair re shite ore rf exp 50 cwaytair cee cre gr lc meres tina bun ewayfair 4s ie te ash,,,,ok,
Z:\Kendal King\Images\799366954996.jpg,799366954996.jpg,799366954996,526310,1692141201.0,2798,3626,"est Ad
BUM:
= g8TRS
1 loauka
>5Q0 Value
for only$3,750
Get Two $25 Gift Cards
\ Tay
fem = en
—
Aig
“if i *
TS
SPOFRITS
N y
4 Tao S
ee ie
4y Na q 2 , .
. Oe
- | ‘ in
Se ee
’ RE Be. 7 lg 9366!'95499! "" g
4 * _—— “ uj ‘ ~
est. 196>
yp hi:
//(\p
Oe ORTS &
Te Toonk ‘a
cy . * oT Sse “See 7 M99 366!'95499"" ! g
~~ oer” .
i, aie",est ad bum g8trs 1 loauka 5q0 value for only$3 750 get two $25 gift cards tay fem en aig if i ts spofrits n y 4 tao s ee ie 4y na q 2 oe in se ee re be 7 lg 9366 95499 g 4 uj est 196 yp hi p oe orts te toonk a cy ot sse see 7 m99 366 95499 g oer i aie,,$25,,ok,
Z:\Kendal King\Images\799366955009.JPG,799366955009.JPG,799366955009,90260,1627486034.0,525,677,"EXTREME VALUE
est: 20 Og
ai [fog x
K Grill & Tavern /
ro”
>5Q0 Value
for only$3 750
Get Two $25 Gift Cards
ie a me CR
est. 2008
Ke é Tavern /
ao”
50 Value
7 Vit po’ ~~ jd e ae
ae ae
cok 200%
Qatar”
>5O0value Kaye
SAVE
for only$3, 750 25%
Get Two $25 Gift Cards __
eS S =; "" <A > emme",extreme value est 20 og ai fog x k grill tavern ro 5q0 value for only$3 750 get two $25 gift cards ie a me cr est 2008 ke tavern ao 50 value 7 vit po jd e ae ae ae cok 200 qatar 5o0value kaye save for only$3 750 25 get two $25 gift cards es s a emme,,$25,,ok,
Z:\Kendal King\Images\799366955528.jpg,799366955528.jpg,799366955528,263264,1692140099.0,1363,1738,"F — ae a. |
CODY’S.
*SMOKEHOUSE*
darn good bba.
Get Two $25 Gift Cards ; y
“S A, .. eee
Oe y ips ee ls) ae
Bin “ae Mle PRs bes ae
Pw, a ig eR oe
(erage fo ge ~*~
SA LA an gee? = N 2
ee ; —f #= 7 lilgg366""95552"" 6
CODY?S.
Get Two $25 Gift Cards &
—<< peor. |
a Cae fo Oe eT
EE Sep. i
Ps ge: 7 log 36695552!"" 6
darn good bbq.
in) gi |
go€ aad & BELA oe | ae
, Ege Bo ey
GE gt hag
PR BE 7 llggse6!95552!! 6",f ae a cody s smokehouse darn good bba get two $25 gift cards y s a eee oe y ips ee ls ae bin ae mle prs bes ae pw a ig er oe erage fo ge sa la an gee n 2 ee f 7 lilgg366 95552 6 cody s get two $25 gift cards peor a cae fo oe et ee sep i ps ge 7 log 36695552 6 darn good bbq in gi go aad bela oe ae ege bo ey ge gt hag pr be 7 llggse6 95552 6,playstation,$25,,ok,
Z:\Kendal King\Images\799366955733.jpg,799366955733.jpg,799366955733,530425,1692130644.0,2871,3661,"- Ny 5
‘ 4
4 "" > f
, J 4 7 >
A “hia é. ae b
} € oT ee ' ‘ Le ate # LEMP
Be SaaS. Naas > ah VE ler ’ gi 7 9936695573"" 3
4 3) Se"" , “ - bd vt #) Ca f , maf
~ a yi es : <
— i
Of
for only?3 750 95%
e
Get Two $25 Gift Cards
—~ f
¢ A a. A
"" ee ee Fx ' a
| eee’ 7 pe
‘ “SEA TF | ; 99366'95573 ""3
—"" ) ee — P ive
OOO]
for only3 750 95%
i: ate = ,” an ee ys ae ne
. ‘See ta, RCO pie an oat 7 99 366'95573! ""3",ny 5 4 4 f j 4 7 a hia ae b ot ee le ate lemp be saas naas ah ve ler gi 7 9936695573 3 4 3 se bd vt ca f maf a yi es i of for only 3 750 95 e get two $25 gift cards f a a a ee ee fx a eee 7 pe sea tf 99366 95573 3 ee p ive ooo for only3 750 95 i ate an ee ys ae ne see ta rco pie an oat 7 99 366 95573 3,,$25,,ok,
Z:\Kendal King\Images\799366955788.jpg,799366955788.jpg,799366955788,2216747,1712782622.0,902,1220,"q FIRST WATCH |
Meo HH DAYTIME CAFE
' a IFT Aro |
| THE DAYTIME CAFE &
. GIFT cARD
""enh efre ai ‘ ——’
eo
MY ©
EL
FIRST WATCH.
THE DAYTIME CAFE
| @ipsirt caro",q first watch meo hh daytime cafe a ift aro the daytime cafe gift card enh efre ai eo my el first watch the daytime cafe ipsirt caro,,,,ok,
Z:\Kendal King\Images\799366956037.jpg,799366956037.jpg,799366956037,108153,1718644135.0,960,720,"= 7 a Zo
NG a
4 6 Ry
S € C )
‘ - Oo >
a :
:S\ e 3 («f
p= + aaa gi
xC> m a] a
oS oa 1 | “#
as z W OU) °
= 5 WwW ' 9
f o > Lge
i me 2FO FF
2| | ee
% SS oe: ra
+ ° pe) a
= 6 v UO 9
s2Qo
i aay o } C) 238
i en. Ze
2 BC)
mer) f cS é€
“M3 wo OM we
p= {> - N
5 mmf yl J gl
i i= bs) yn
|| & feaiom:
""2 oun a 8",7 a zo ng a 4 6 ry s c oo a s e 3 f p aaa gi xc m a a os oa 1 as z w ou 5 www 9 f o lge i me 2fo ff 2 ee ss oe ra pe a 6 v uo 9 s2qo i aay o c 238 i en ze 2 bc mer f cs m3 wo om we p n 5 mmf yl j gl i i bs yn feaiom 2 oun a 8,,,,ok,
Z:\Kendal King\Images\799366956211.jpg,799366956211.jpg,799366956211,3803,1692058339.0,58,83,"o
ek
2
Ee
27), AFT
) eearr gare
re}
WEA i
od
¢,’. &.
we Ee",o ek 2 ee 27 aft eearr gare re wea i od we ee,,,,ok,
Z:\Kendal King\Images\799366956228.jpg,799366956228.jpg,799366956228,4095,1692058377.0,58,82,"we Ore
Season
_
.. : ete
A Race
Sector
ae a etl",we ore season ete a race sector ae a etl,,,,ok,
Z:\Kendal King\Images\799366956235.jpg,799366956235.jpg,799366956235,4760,1692058360.0,58,84,"sa nae |
es
fa |
a es
* e.
Merticteay
tan “—ooeaee
Mor
reid
ris pend",sa nae es fa a es e merticteay tan ooeaee mor reid ris pend,,,,ok,
Z:\Kendal King\Images\799366956242.jpg,799366956242.jpg,799366956242,4299,1692058400.0,59,83,"a
*
gis ci
Care ae yo > |
Seatonte
Corvin LST SE
ae be
“3 ES
wf Bax 't,
; .: Qs
&
> ' |
Seccfons-
Caria foresee",a gis ci care ae yo seatonte corvin lst se ae be 3 es wf bax t qs seccfons caria foresee,,,,ok,
Z:\Kendal King\Images\799366956327.jpg,799366956327.jpg,799366956327,655840,1692133490.0,3970,5062,"_——eeEeO
EXTREME VALUE
golden. \«:
corral ‘
>5Q Value VA
for only$3°750 ~-
Get Two $25 Gift Cards
Y
a a
es
golden. \
corral «@ |
°50 value we
for only3 750 2.
Get Two $25 Gift Cards 17
y 5% ¢ £ 4
qa :
Ss
corral
°50 Value
foronly$37750 - .-
Get Two $25 Gift Cards f
| Ua)
5 _",eeeeo extreme value golden corral 5q value va for only$3 750 get two $25 gift cards y a a es golden corral 50 value we for only3 750 2 get two $25 gift cards 17 y 5 4 qa ss corral 50 value foronly$37750 get two $25 gift cards f ua 5,,$25,,ok,
Z:\Kendal King\Images\799366956334.jpg,799366956334.jpg,799366956334,448072,1692120387.0,2462,3140,"Cay
= SHeime * 4
>5Q0 Value
for only $3750
Get Two $25 Gift Cards
a. Py. Be Bs xu s —-
ee | |)
: o ee Ae ah “at 95633"" 4 |
lx Si
AS fae
Pr. Ms
* SHeime °
e
Get Two $25 Gift Cards mM
-J ,? ‘ “ys
‘ .
1 4
\ ' i i a” . . 3 a , 4
’ « = . , -' Ms
* a a ge Se Tel
Ss ™ Prey Te, a Dn 7 o9366'956350 4
(A\ al
SATE NG
SHRIMP
Get Two $25 Gift Cards &
~~ ,
~ ™~ ) Y @i
. - , aN t
1d fe a ae a ee k sn oe pe 4 XxX Ig wt . ae .
Cen a A ee aa een
SO 7 nO Be eS a ee
aes ee -— 7 MO 9366""95633"" 4 ae
ewe. ; ae -& . re Y _",cay sheime 4 5q0 value for only $3750 get two $25 gift cards a py be bs xu s ee o ee ae ah at 95633 4 lx si as fae pr ms sheime e get two $25 gift cards mm j ys 1 4 i i a 3 a 4 ms a a ge se tel ss prey te a dn 7 o9366 956350 4 a al sate ng shrimp get two $25 gift cards y i an t 1d fe a ae a ee k sn oe pe 4 xxx ig wt ae cen a a ee aa een so 7 no be es a ee aes ee 7 mo 9366 95633 4 ae ewe ae re y,,$25,,ok,
Z:\Kendal King\Images\799366956525.jpg,799366956525.jpg,799366956525,5784,1692058304.0,59,85,"= =.
en
—— @eiitee “3°.
_ i
a ——",en eiitee 3 i a,,,,ok,
Z:\Kendal King\Images\799366956556.jpg,799366956556.jpg,799366956556,12735,1625603015.0,60,85,"= ein
A.
4. °
= he
» 5 tienes
_ , fae’ *--
.",ein a 4 he 5 tienes fae,,,,ok,
Z:\Kendal King\Images\799366956969.jpg,799366956969.jpg,799366956969,4482,1625602988.0,39,49,"cea Os
=A
_
-< ec
— “
‘S :",cea os a ec s,,,,ok,
Z:\Kendal King\Images\799366956969 .jpg,799366956969 .jpg,799366956969,2657,1692057269.0,39,49,"os
~ e-
eee /* —
— /~.
ese
i —_
i e
meee 7% =)
— /-. oO
‘s :
or -_-
, aft
@e a-
@Queewen .° 4
@-- . |
@u=2e aaa a |
a ie
- © we
*e, o",os e eee ese i i e meee 7 oo s or aft e a queewen 4 u 2e aaa a a ie we e o,,,,ok,
Z:\Kendal King\Images\799366957034.jpg,799366957034.jpg,799366957034,448365,1620061646.0,862,1220,"eunfemp ‘10-'500
\
A
Restaurants you love, delivered.
eenfiems ‘10-°500
“",eunfemp 10 500 a restaurants you love delivered eenfiems 10 500,,,,ok,
Z:\Kendal King\Images\799366957119.jpeg,799366957119.jpeg,799366957119,45238,1692034591.0,400,400,"—— ‘__. 9100 to *500
FUN FOR ALL. ALL FOR FUN.
GIFT CARD
bw a a peowws
—— ~~. 900 to *500
FUN FOR ALL ALL FOR FUN.
Se =
y/ GIFT CARD
Seon
Tf eect aeen
—— ——_.. 100 to #500
FUN FOR ALL. AL FOR FUN.
_. s
yf GIFT CARD
Se dt hl",9100 to 500 fun for all all for fun gift card bw a a peowws 900 to 500 fun for all all for fun se y gift card seon tf eect aeen 100 to 500 fun for all al for fun s yf gift card se dt hl,,,,ok,
Z:\Kendal King\Images\799366957874.JPG,799366957874.JPG,799366957874,46570,1693408794.0,348,500,"| EXTREME ——“\__ |
| VALUE ~~ $50
ITALIAN RESTAURANTS
>» y _ ‘J
MM TruayResrunavty
EXTREME
VALUE : 5 O
| ITALIAN RESTAURANTS |
es
_____ HYMAN RESTAURANTS }
! ITALIAN RESTAURANTS
Ye,
,* fasta How’
_ 2 STALIN RESTAURANTS",extreme value $50 italian restaurants y j mm truayresrunavty extreme value 5 o italian restaurants es hyman restaurants italian restaurants ye fasta how 2 stalin restaurants,,$50,,ok,
Z:\Kendal King\Images\799366957911.jpg,799366957911.jpg,799366957911,158916,1741285869.0,652,910,"EXTREME == 50
VALUE
a — s YY _ =.
0.14 Oe MOF ei
| dk acl m i Me OMe pe ; nt
PTE SS
$50
CHICAGO'S ORIGINA| Ga
a8 ARBECUE
EXTREME $ GB O
« » ... oe » : 4 Gs
i SEE OF on
ty ee I ee
i rey. se Ve hy Me Tie Vent “~~
ie «a i Ne i AE: pe \e"" x
CHICAGO'S ORIGINAL >
REAL ARBEGUE
URBAR ted Oa Ge
EXTREME $ 50
oe Foe
Pee’ AR d ME eg. ie
Fae a eee
CHICAGO'S ORIGINAL Ow
REALS ARBECUE
URBAR bod a OG Bie",extreme 50 value a s yy 0 14 oe mof ei dk acl m i me ome pe nt pte ss $50 chicago s origina ga a8 arbecue extreme $ gb o oe 4 gs i see of on ty ee i ee i rey se ve hy me tie vent ie a i ne i ae pe e x chicago s original real arbegue urbar ted oa ge extreme $ 50 oe foe pee ar d me eg ie fae a eee chicago s original ow reals arbecue urbar bod a og bie,,$50,,ok,
Z:\Kendal King\Images\799366961789.jpg,799366961789.jpg,799366961789,174085,1692051064.0,716,968,"BREAD*
BUY A S35 PANERA BREAD® GIFT CARD,
GET A FREE PASTRY OR SWEET.
Pe Tad aK, Pe * 1
BREAD ; Eee. ed 4
~ Pap es “a
NO VALUE UNTILACTIVATEDATREGISTER
$35
a feu Dw,
NO VALUE UNTIL ACTON “ REGISTER <F
BUY A S35 PANERA BREAD? GIFT CARD,
ae : Ae ee gr ]
Tanern AM, 2: a Fe
NO VALUE UNTILACTIVATEATREGIMER",bread buy a s35 panera bread gift card get a free pastry or sweet pe tad ak pe 1 bread eee ed 4 pap es a no value untilactivatedatregister $35 a feu dw no value until acton register f buy a s35 panera bread gift card ae ae ee gr tanern am 2 a fe no value untilactivateatregimer,panera,,,ok,
Z:\Kendal King\Images\799366961802.jpg,799366961802.jpg,799366961802,33885,1692046571.0,960,720,"$50
FREE
*10
°10",$50 free 10 10,,$50,,ok,
Z:\Kendal King\Images\799366961819.jpg,799366961819.jpg,799366961819,132319,1692034639.0,720,960,"$
9,000 -.« ™ Z5EREE
LOCATIONS Megueimmacaae
relax » renew -» rejuvenate
Enjoy massages, facials, waxing, salons & more!
wellness
50) gift card
spaweek.com 1
CL fo [249 \ ~ &
Gesseee Year-Round 2 9,000 Locations
9000 o~ ass
LOCATIONS ¥ ee ee
relax renew . rejuvenate
spaweek.com |
—— ay
CL fs [ar \ — 2
Nasectase Year-Round © 9,000 Locations
9,000 Cx a
LOCATIONS Neuhemteneiiahemel
relax renew rejuvenate
S0) gift card
"" spaweek.com {
— y . a=
a ae ae 2 ee .
\ Aecepted, Year-Round 9,000 Locations",$ 9 000 z5eree locations megueimmacaae relax renew rejuvenate enjoy massages facials waxing salons more wellness 50 gift card spaweek com 1 cl fo 249 gesseee year round 2 9 000 locations 9000 o ass locations ee ee relax renew rejuvenate spaweek com ay cl fs ar 2 nasectase year round 9 000 locations 9 000 cx a locations neuhemteneiiahemel relax renew rejuvenate s0 gift card spaweek com y a a ae ae 2 ee aecepted year round 9 000 locations,,,,ok,
Z:\Kendal King\Images\799366961833.jpeg,799366961833.jpeg,799366961833,117543,1692046374.0,1275,1650,"‘50 ques
UNDER ARMOUR.
DU 10 } ) (SEE BACK FOR DETAILS)
‘50 eal
BONUS: 510 eGIFT CARD (sce sack ror Details)
BONUS: 510 eGIFT CARD (see sack For vetalls)",50 ques under armour du 10 see back for details 50 eal bonus 510 egift card sce sack ror details bonus 510 egift card see sack for vetalls,,,,ok,
Z:\Kendal King\Images\799366961833.jpg,799366961833.jpg,799366961833,9417,1693408675.0,143,196,"350 quite
UNDER ARMOUR
550 enfite
BONUS: 20 cGIFT CARD secre oe weg
50 efi
BORLS ‘OS ¢cGIFI CARD w-ea-e aren;",350 quite under armour 550 enfite bonus 20 cgift card secre oe weg 50 efi borls os cgifi card w ea e aren,,,,ok,
Z:\Kendal King\Images\799366961956.jpg,799366961956.jpg,799366961956,885438,1692034641.0,1163,1538,"the best place to watch a movie
10,000
in Regal Crown Club’ with — L zg
this gift card purchase! REGAL C
Sonya at =gaes a
7 O
Of
Pe
REGAL G
BONUS! an
0,000=
5 |
CREDITS =
in Regal Crown Club’with — .
this gift card purchase! REGAL . g",the best place to watch a movie 10 000 in regal crown club with l zg this gift card purchase regal c sonya at gaes a 7 o of pe regal g bonus an 0 000 5 credits in regal crown club with this gift card purchase regal g,,,,ok,
Z:\Kendal King\Images\799366961963.jpg,799366961963.jpg,799366961963,213221,1692034668.0,960,720,"DINNER \\\
a MOVIE.
FREE
VUDU
; poseeet®
‘guase NER \\\
hat =n AND A
ae puuee tee
ee eas \
BS Vangie Cheddars EIEN Seerensz Biker
$\ FANDANGO _) DARDEN.
ues at
aoe
poueel WER \\
:: MOVIE
tt ae
ve paete
See os :
3 FANDANGO ) DARDEN.",dinner a movie free vudu poseeet guase ner hat n and a ae puuee tee ee eas bs vangie cheddars eien seerensz biker $ fandango darden ues at aoe poueel wer movie tt ae ve paete see os 3 fandango darden,,,,ok,
Z:\Kendal King\Images\799366962052.jpg,799366962052.jpg,799366962052,78914,1692051646.0,720,960,">
FREE
APPENZER:
chilis ‘50
i /
tj",free appenzer chilis 50 i tj,,,,ok,
Z:\Kendal King\Images\799366962168.JPG,799366962168.JPG,799366962168,96509,1693408677.0,778,972,"ti ’ $50
Two £25 Gift Cards i
EXTREME
VALUE $50
Two *25 Gift Cards
Pantee $50
e",ti $50 two 25 gift cards i extreme value $50 two 25 gift cards pantee $50 e,,$50,,ok,
Z:\Kendal King\Images\799366962328.JPG,799366962328.JPG,799366962328,101090,1712782689.0,720,960,"BREAD
BUY A S25 PANERA BREAD™
GIFT CARD, GETA
; >) . ag Aes
: ¥ é wo ~ ay . ~
* 7 YRy
$25
Panera
BUY AS25 PANERA BREAD
GIFT CARD. GET A FREE BAGEL.
Panera cS x+y be om 5
\ 4 Se
=, “9 E ees ae ay
u “> % mg De! 2 ”
pa al
BUY A S25 PANERA BREAD’
GIFT CARD. CET A FREE BACEL.
NCHA v Te,
as ow as
~‘ . A, eet ‘ e ae
Lei ee ee
7 or - Rey ai y >",bread buy a s25 panera bread gift card geta ag aes wo ay 7 yry $25 panera buy as25 panera bread gift card get a free bagel panera cs x y be om 5 4 se 9 e ees ae ay u mg de 2 pa al buy a s25 panera bread gift card cet a free bacel ncha v te as ow as a eet e ae lei ee ee 7 or rey ai y,panera,$25,,ok,
Z:\Kendal King\Images\799366963134.jpg,799366963134.jpg,799366963134,230415,1692046332.0,901,1220,">
fa”
TACO
BELL
- BELL",fa taco bell bell,,,,ok,
Z:\Kendal King\Images\799366963202.jpg,799366963202.jpg,799366963202,16024,1693408679.0,190,251,"e
Fanatics
Officially Licensed Everything
Beni gew
al
Bri sew
» af
Officrally Licensed Everything
HOusew",e fanatics officially licensed everything beni gew al bri sew af officrally licensed everything housew,,,,ok,
Z:\Kendal King\Images\799366964384.JPG,799366964384.JPG,799366964384,44840,1693408680.0,328,508,"a = $50)
SMOKEY B NES
met $50.
SMOKEY BUNES
“a «$50",a $50 smokey b nes met $50 smokey bunes a $50,,$50,,ok,
Z:\Kendal King\Images\799366964612.jpg,799366964612.jpg,799366964612,1675559,1693408683.0,1088,1650,"_ RESTAURANTS _
= RESTAURANTS ,
OE euites °5(
! -
RESTAURANTS
© oe |
OT enfites $50
: , $25
‘RESTAURANTS",restaurants restaurants oe euites 5 restaurants oe ot enfites $50 $25 restaurants,,$50,,ok,
Z:\Kendal King\Images\799366964650.JPG,799366964650.JPG,799366964650,109120,1692306604.0,601,813,"_y i
EXTREME ——>—— $ 2 5
VALUE ~— =
| e = s S |
, opie) s |
euli& ehuas_/
Award-Winning —_—iIced Tea
| : a ? ing ‘ 5
f con gua aveéd Ie Ww visaieriosicom
| |
EXTREME $ 2 5
VALUE
S$
lo)
SNe
(ae ip
a bias cl BAN: , j
4 ° em ae 2 ss)
alk “ -_ <
a r © a Ko |. am Mnge
| PLoye atfirst bite. .guaranteed.7 wwwipetros.com
ge — @ S
iy
; “ nae q PS a it
-"" ao an es oe ae
sali ogegiinrst bite...guaranteed J www petfos.com,’ ik",y i extreme $ 2 5 value e s s opie s euli ehuas award winning iiced tea a ing 5 f con gua ave d ie ww visaieriosicom extreme $ 2 5 value s$ lo sne ae ip a bias cl ban j 4 em ae 2 ss alk a r a ko am mnge ploye atfirst bite guaranteed 7 wwwipetros com ge s iy nae q ps a it ao an es oe ae sali ogegiinrst bite guaranteed j www petfos com ik,playstation,,,ok,
Z:\Kendal King\Images\799366965251.JPG,799366965251.JPG,799366965251,36272,1693408684.0,357,538,"$50
ACARONL
GRILL,
acahro¢nt
GRILL.
ie
ee eCCSSCN;
EEE
EXTREME
VALUE $100
ACaRONntL
ACaA/ONnt
SO
SS
TT
VALUE $1 oOo
ACahRONL
ACaAONnt
een
De —“C:isCSC‘“‘(‘#SNNCN#NSU(COON",$50 acaronl grill acahro nt grill ie ee eccsscn eee extreme value $100 acaronntl acaa onnt so ss tt value $1 ooo acahronl acaaonnt een de c iscsc snncn nsu coon,,$50,,ok,
Z:\Kendal King\Images\799366965299.jpg,799366965299.jpg,799366965299,569751,1693408686.0,1088,1538,"ed
ic.
e oe
Chimits
Ne
$50
Gx
Chim:
~ Se
EXTREME quufiemp $5()
e 6
Qc rceerare TRADITION
- Chim
/)
LLL TRADITION
~ Ne
EXTREME quem $50
q
os
e |
Chime
BE CEeRATE TRADITION
4 $50
a
e e@
BA LEB RATE TRADITION
; oa",ed ic e oe chimits ne $50 gx chim se extreme quufiemp $5 e 6 qc rceerare tradition chim lll tradition ne extreme quem $50 q os e chime be ceerate tradition 4 $50 a e e ba leb rate tradition oa,,$50,,ok,
Z:\Kendal King\Images\799366965336.JPG,799366965336.JPG,799366965336,64077,1693408687.0,357,537,"i m % ¥ che
PSST
$25
“4 -—- )
PIZZAWORKS
WWW.DOUBLEDAVES.COM
VALUE. $50
ray... ®
i Wicca © 3
: oe : Car, @
Lf S = Mes “4 ¥
Ae -_—- a)
PIZZAWORKS ;
‘aur =6—si(asé *S
££ oA tek |
(os OS wane |
| SUPIZZAWORKS FU
__ WWW.DOUBLEDAVES.COM",i m che psst $25 4 pizzaworks www doubledaves com value $50 ray i wicca 3 oe car lf s mes 4 ae a pizzaworks aur 6 si as s oa tek os os wane supizzaworks fu www doubledaves com,,$25,,ok,
Z:\Kendal King\Images\799366967514.jpg,799366967514.jpg,799366967514,426252,1692046686.0,775,1100,"<=6
SN
Sisk ks
Sa Castile
Pap :20-:500
eae
_ Z VISA
So Nt
SER Es
oex<Whakchs",6 sn sisk ks sa castile pap 20 500 eae z visa so nt ser es oex whakchs,visa,,,ok,
Z:\Kendal King\Images\799366967521.jpg,799366967521.jpg,799366967521,574300,1692046875.0,775,1100,"VISA —— ~~ ‘25
+ 83.44 Purchase Charge
ess: oi
= B = yl
.
re) H VANILLA VISA® GIFT CARD
vanilla. NO FEES AFTER PURCHASE
VISA 525
NATE
NB
Vanilla. ee ners puncnase
VISA ~~ 525
Nie 2
Ne”
Vanilla. FAO TEES ALTER DURGHATS",visa 25 83 44 purchase charge ess oi b yl re h vanilla visa gift card vanilla no fees after purchase visa 525 nate nb vanilla ee ners puncnase visa 525 nie 2 ne vanilla fao tees alter durghats,visa,,,ok,
Z:\Kendal King\Images\799366967538.jpg,799366967538.jpg,799366967538,528961,1692046935.0,775,1100,"Gust You
NRC ES
NRA
N82 2
Vanilla. ees nerenpuncse
VISA $50
NIRA
Si AA
Vanilla. ES et rorcisce
VISA — $50.
Ss =
oR
SS 2
Vanilla. MANO FEES AFTER PURCHASE",gust you nrc es nra n82 2 vanilla ees nerenpuncse visa $50 nira si aa vanilla es et rorcisce visa $50 ss or ss 2 vanilla mano fees after purchase,visa,$50,,ok,
Z:\Kendal King\Images\799366967637.jpg,799366967637.jpg,799366967637,597872,1692047238.0,775,1100,"VISA — “20-500
. * NN
J 4 ‘ x Z
Vanilla. aetapete all a
VISA ~~ ~~*20-*500
‘ihre
54
+ _—
Conguots!
Vanilla. Ee ne
~VISA —_ ~_~*20-*500
| wre
+0 § 2
as
wa
. b
Congrots! 4",visa 20 500 nn j 4 x z vanilla aetapete all a visa 20 500 ihre 54 conguots vanilla ee ne visa 20 500 wre 0 2 as wa b congrots 4,visa,,,ok,
Z:\Kendal King\Images\799366967668.jpg,799366967668.jpg,799366967668,742418,1692047233.0,775,1100,"VISA « )£20-*500
ws A Ps y) Me,
ave
D7 €
Vanilla. yao recs nrren PURCHASE
VISA a= $20-°500
* if =e. .94 Purchase Charge
Eee
P Sf,
. FN
. 2 O{'
for, 04a
: 4 q , a9
: ats ae 32274
Vanilla. eNO FEES AFTER PURGSIABE
VISA <—‘ \—>*20-*500
Woo, 2.
Say’ w- g yr
bs j LS ~ EN
SSush sa
; : ae
P\ - ) pp
nN . » VANILLA VISA“ GIFT CARD
Vanilla. NO FEES AFTER PURCHASE",visa 20 500 ws a ps y me ave d7 vanilla yao recs nrren purchase visa a $20 500 if e 94 purchase charge eee p sf fn 2 o for 04a 4 q a9 ats ae 32274 vanilla eno fees after purgsiabe visa 20 500 woo 2 say w g yr bs j ls en ssush sa ae p pp nn vanilla visa gift card vanilla no fees after purchase,playstation,$20,,ok,
