review_group_id,unresolved_upc,calculated_upc12,item_number,product_name,description,expected_brand,expected_denomination,expected_pack_quantity,cpp,occurrence_count,pogs,positions,candidate_rank,candidate_file_path,candidate_filename,candidate_filename_upc,detected_brand,detected_denomination,detected_pack_quantity,detected_text,identifier_score,brand_score,denomination_score,pack_score,text_score,total_score,confidence,score_reasons,selected,approved,review_notes
RG00005,19674217480,196742174809,990548992,Visa,1 X $50,VISA,$50,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C1 | XMAS 2026 - MD-NJ - 6:S1:R2:C2 | XMAS 2026 - NATIONAL - 6:S1:R2:C1 | XMAS 2026 - NATIONAL - 6:S1:R2:C2 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C1 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C2,3,Z:\Kendal King\Images\799366696209.jpg,799366696209.jpg,799366696209,VISA,$50,,"‘VISA ee nO
FO Gq YOU
Ma P 7 wes
FO G YOU
ae eee
| y — ae anil
VISA _ $50
+1496 Purchase Charge
C aid va . ~~ ~ ~-
aaron ME Manilla:",0,40,40,0,14,94,High,"brand match; denomination match; token overlap: $50, VISA",FALSE,FALSE,
RG00005,19674217480,196742174809,990548992,Visa,1 X $50,VISA,$50,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C1 | XMAS 2026 - MD-NJ - 6:S1:R2:C2 | XMAS 2026 - NATIONAL - 6:S1:R2:C1 | XMAS 2026 - NATIONAL - 6:S1:R2:C2 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C1 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C2,4,Z:\Kendal King\Images\799366967538.jpg,799366967538.jpg,799366967538,VISA,$50,,"Gust You
NRC ES
NRA
N82 2
Vanilla. ees nerenpuncse
VISA $50
NIRA
Si AA
Vanilla. ES et rorcisce
VISA — $50.
Ss =
oR
SS 2
Vanilla. MANO FEES AFTER PURCHASE",0,40,40,0,14,94,High,"brand match; denomination match; token overlap: $50, VISA",FALSE,FALSE,
RG00005,19674217480,196742174809,990548992,Visa,1 X $50,VISA,$50,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C1 | XMAS 2026 - MD-NJ - 6:S1:R2:C2 | XMAS 2026 - NATIONAL - 6:S1:R2:C1 | XMAS 2026 - NATIONAL - 6:S1:R2:C2 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C1 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C2,5,Z:\Kendal King\Images\OLD - Not Named UPC Only\799366696209_Visa Shiny Hex Box $50.jpg,799366696209_Visa Shiny Hex Box $50.jpg,799366696209,VISA,$50,,"‘VISA ee nO
FO Gq YOU
Ma P 7 wes
FO G YOU
ae eee
| y — ae anil
VISA _ $50
+1496 Purchase Charge
C aid va . ~~ ~ ~-
aaron ME Manilla:",0,40,40,0,14,94,High,"brand match; denomination match; token overlap: $50, VISA",FALSE,FALSE,
RG00006,19674217481,196742174816,990549155,Visa,1 X $100,VISA,$100,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C3 | XMAS 2026 - MD-NJ - 6:S1:R2:C4 | XMAS 2026 - NATIONAL - 6:S1:R2:C3 | XMAS 2026 - NATIONAL - 6:S1:R2:C4 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C3 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C4,1,Z:\Kendal King\Images\OLD - Not Named UPC Only\799366696216_Visa S Hex Box $100.jpg,799366696216_Visa S Hex Box $100.jpg,799366696216,VISA,,,"VISA an...
FO G YOU
VISA 100 _
FO Gi U
»~  .-
VISA 2100 -
ae a AK
is > or TA ANS
SANG
| RO\“
MAN ae ta Vanilla
Wwe pave",0,40,0,0,14,54,Low,"brand match; token overlap: $100, VISA",FALSE,FALSE,
RG00006,19674217481,196742174816,990549155,Visa,1 X $100,VISA,$100,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C3 | XMAS 2026 - MD-NJ - 6:S1:R2:C4 | XMAS 2026 - NATIONAL - 6:S1:R2:C3 | XMAS 2026 - NATIONAL - 6:S1:R2:C4 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C3 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C4,2,Z:\Kendal King\Images\OLD - Not Named UPC Only\VV Gift Box $100 - 799366701101.jpg,VV Gift Box $100 - 799366701101.jpg,799366701101,VISA,,,"VISA <x‘ => 1100 |
‘Vanilla. a uae
VISA —~ > 100 _|
ap gs
Vanilla. ""wom tg 2
VISA 100 |
RR Petes Cherge |
Ganilla. WANE hors rea uncro",0,40,0,0,14,54,Low,"brand match; token overlap: $100, VISA",FALSE,FALSE,
RG00006,19674217481,196742174816,990549155,Visa,1 X $100,VISA,$100,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C3 | XMAS 2026 - MD-NJ - 6:S1:R2:C4 | XMAS 2026 - NATIONAL - 6:S1:R2:C3 | XMAS 2026 - NATIONAL - 6:S1:R2:C4 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C3 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C4,3,Z:\Kendal King\Images\196742037753.jpg,196742037753.jpg,196742037753,VISA,,,"A
e
VISA eunfum ‘20-500
* MERRY ,
CHRISTMAS
x x x x
* © *
x
\
ee Sse
So5f.
Vanilla VANILLA VISA® GIFT CARD
Wide",0,40,0,0,7,47,Low,brand match; token overlap: VISA,FALSE,FALSE,
RG00006,19674217481,196742174816,990549155,Visa,1 X $100,VISA,$100,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C3 | XMAS 2026 - MD-NJ - 6:S1:R2:C4 | XMAS 2026 - NATIONAL - 6:S1:R2:C3 | XMAS 2026 - NATIONAL - 6:S1:R2:C4 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C3 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C4,4,Z:\Kendal King\Images\196742037777.jpg,196742037777.jpg,196742037777,VISA,,,"VISA eqnfeme °20-'500
ee
»,
* HOLIDAYS * —
x *
i fark
f ee | |
% ‘ e o%e®
‘ e
ce ale o - wy
Vanilla. vee NO FEES AFTER PURCHASE
VISA eanffem ‘20-'500
* HAPPY ‘
* HOLIDAYS
x * *
= ft \* * ey
°. — : :
@ ©
P| a ©
Vanilla VANILLA VISA® GIFT CARD
VISA eqnfftemp ‘20-500
* HAPPY .
"" * *
*&®
.
l. iq ( * a
@@®
cee?
e °° ° e
© @
xo ia",0,40,0,0,7,47,Low,brand match; token overlap: VISA,FALSE,FALSE,
RG00006,19674217481,196742174816,990549155,Visa,1 X $100,VISA,$100,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C3 | XMAS 2026 - MD-NJ - 6:S1:R2:C4 | XMAS 2026 - NATIONAL - 6:S1:R2:C3 | XMAS 2026 - NATIONAL - 6:S1:R2:C4 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C3 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C4,5,Z:\Kendal King\Images\196742037784.jpg,196742037784.jpg,196742037784,VISA,,,"VISA eunfem ‘20-'500
HOLIDAY ,
CHEER *
RS aw, C24 *
\ ~~ ir *
er *
_ ji
Vanilla VANILLA VISA® GIFT CARD
aeafitz=
Ss
he",0,40,0,0,7,47,Low,brand match; token overlap: VISA,FALSE,FALSE,
RG00007,19674217482,196742174823,990549198,Visa,1 X $200,VISA,$200,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C5 | XMAS 2026 - MD-NJ - 6:S1:R2:C6 | XMAS 2026 - NATIONAL - 6:S1:R2:C5 | XMAS 2026 - NATIONAL - 6:S1:R2:C6 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C5 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C6,1,Z:\Kendal King\Images\196742133776.jpg,196742133776.jpg,196742133776,VISA,$200,,"VISA ~—- $200
¢ —_ 0
= e
= ‘ S € ae e
y ie
Vanilla. _ anton cis care
—
* +
, Be
+
e Oo vO
Pr
VISA —~ ‘“— $200
\ ae O
. o- “e . °
@
Cs]
a rn”
Vanilla. QB a SURcHASE",0,40,40,0,14,94,High,"brand match; denomination match; token overlap: $200, VISA",FALSE,FALSE,
RG00007,19674217482,196742174823,990549198,Visa,1 X $200,VISA,$200,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C5 | XMAS 2026 - MD-NJ - 6:S1:R2:C6 | XMAS 2026 - NATIONAL - 6:S1:R2:C5 | XMAS 2026 - NATIONAL - 6:S1:R2:C6 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C5 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C6,2,Z:\Kendal King\Images\OLD - Not Named UPC Only\FS_Visa Stars Holiday Cheer $200_UPC 799366956235.png,FS_Visa Stars Holiday Cheer $200_UPC 799366956235.png,799366956235,VISA,,,"ViSA — — 380
Mrtedeay
Lobe
‘ane “Sooeaeesl
Hotictay
ome SS
~t
Py
Hoke
tolideuy
Gris wos",0,40,0,0,14,54,Low,"brand match; token overlap: $200, VISA",FALSE,FALSE,
RG00007,19674217482,196742174823,990549198,Visa,1 X $200,VISA,$200,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C5 | XMAS 2026 - MD-NJ - 6:S1:R2:C6 | XMAS 2026 - NATIONAL - 6:S1:R2:C5 | XMAS 2026 - NATIONAL - 6:S1:R2:C6 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C5 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C6,3,Z:\Kendal King\Images\196742037753.jpg,196742037753.jpg,196742037753,VISA,,,"A
e
VISA eunfum ‘20-500
* MERRY ,
CHRISTMAS
x x x x
* © *
x
\
ee Sse
So5f.
Vanilla VANILLA VISA® GIFT CARD
Wide",0,40,0,0,7,47,Low,brand match; token overlap: VISA,FALSE,FALSE,
RG00007,19674217482,196742174823,990549198,Visa,1 X $200,VISA,$200,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C5 | XMAS 2026 - MD-NJ - 6:S1:R2:C6 | XMAS 2026 - NATIONAL - 6:S1:R2:C5 | XMAS 2026 - NATIONAL - 6:S1:R2:C6 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C5 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C6,4,Z:\Kendal King\Images\196742037777.jpg,196742037777.jpg,196742037777,VISA,,,"VISA eqnfeme °20-'500
ee
»,
* HOLIDAYS * —
x *
i fark
f ee | |
% ‘ e o%e®
‘ e
ce ale o - wy
Vanilla. vee NO FEES AFTER PURCHASE
VISA eanffem ‘20-'500
* HAPPY ‘
* HOLIDAYS
x * *
= ft \* * ey
°. — : :
@ ©
P| a ©
Vanilla VANILLA VISA® GIFT CARD
VISA eqnfftemp ‘20-500
* HAPPY .
"" * *
*&®
.
l. iq ( * a
@@®
cee?
e °° ° e
© @
xo ia",0,40,0,0,7,47,Low,brand match; token overlap: VISA,FALSE,FALSE,
RG00007,19674217482,196742174823,990549198,Visa,1 X $200,VISA,$200,,10,6,XMAS 2026 - MD-NJ - 6 | XMAS 2026 - NATIONAL - 6 | XMAS 2026 - NATIONAL SLFCHK - 6,XMAS 2026 - MD-NJ - 6:S1:R2:C5 | XMAS 2026 - MD-NJ - 6:S1:R2:C6 | XMAS 2026 - NATIONAL - 6:S1:R2:C5 | XMAS 2026 - NATIONAL - 6:S1:R2:C6 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C5 | XMAS 2026 - NATIONAL SLFCHK - 6:S1:R2:C6,5,Z:\Kendal King\Images\196742037784.jpg,196742037784.jpg,196742037784,VISA,,,"VISA eunfem ‘20-'500
HOLIDAY ,
CHEER *
RS aw, C24 *
\ ~~ ir *
er *
_ ji
Vanilla VANILLA VISA® GIFT CARD
aeafitz=
Ss
he",0,40,0,0,7,47,Low,brand match; token overlap: VISA,FALSE,FALSE,
